t,h,pm25,pm10,um1,um03,um05,ae25,ae10,pm25_station,time
0.32630469161834474,0.5000563888575618,0.2222222222222222,0.10545023696682465,0.07849223946784922,0.7734943489704289,0.33643183300717544,0.0,0.0,0.13307240704500978,2017-03-15 00:00:00
0.3048673343876296,0.5459569189128229,0.17129629629629628,0.07819905213270142,0.05720620842572062,0.3731227744232853,0.24902152641878667,0.05504587155963303,0.06217616580310881,0.09784735812133072,2017-03-15 01:00:00
0.28870145844315587,0.5601669110183828,0.14351851851851852,0.06635071090047394,0.04700665188470066,0.1489394643133612,0.20596868884540115,0.045871559633027525,0.046632124352331605,0.09197651663405088,2017-03-15 02:00:00
0.2767527675276753,0.5865568963572798,0.14351851851851852,0.06516587677725119,0.04611973392461197,0.11874903235795016,0.20156555772994128,0.03669724770642202,0.04145077720207254,0.08414872798434442,2017-03-15 03:00:00
0.2676155332981901,0.6131724371264239,0.1388888888888889,0.06398104265402844,0.04523281596452328,0.13500541879547917,0.19863013698630133,0.045871559633027525,0.046632124352331605,0.07436399217221135,2017-03-15 04:00:00
0.24951678088209453,0.626029096650502,0.17129629629629628,0.07938388625592417,0.05720620842572062,0.3660009289363678,0.24706457925636005,0.0,0.0,0.09393346379647749,2017-03-15 05:00:00
0.2417852749956071,0.6029096650501861,0.19907407407407407,0.09123222748815167,0.06518847006651884,0.5578262888992104,0.28180039138943247,0.05504587155963303,0.05699481865284974,0.10763209393346379,2017-03-15 06:00:00
0.24002811456685996,0.5932107815495659,0.19907407407407407,0.09241706161137442,0.06607538802660753,0.5757857253444806,0.2845727332028702,0.05504587155963303,0.05699481865284974,0.09393346379647749,2017-03-15 07:00:00
0.263398348269197,0.5602796887335063,0.21296296296296297,0.0995260663507109,0.07006651884700665,0.6843164576559839,0.3051206784083496,0.06422018348623854,0.06735751295336788,0.11154598825831702,2017-03-15 08:00:00
0.32331751888947463,0.529942483365287,0.16203703703703703,0.07582938388625593,0.05365853658536585,0.2916860195076637,0.23450750163078926,0.03669724770642202,0.04145077720207254,0.08610567514677103,2017-03-15 09:00:00
0.34053769109119664,0.5132513815270102,0.1388888888888889,0.06516587677725119,0.04789356984478936,0.19832791453785414,0.20857795172863663,0.0,0.0,0.06653620352250489,2017-03-15 10:00:00
0.36127218415041296,0.48652306304274273,0.14351851851851852,0.06753554502369669,0.050110864745011086,0.2026629509211952,0.21771037181996084,0.045871559633027525,0.046632124352331605,0.09197651663405088,2017-03-15 11:00:00
0.37286944298014413,0.46295252058193304,0.1898148148148148,0.09004739336492892,0.06518847006651884,0.5428084842854931,0.28636660143509457,0.05504587155963303,0.06217616580310881,0.10371819960861056,2017-03-15 12:00:00
0.39659110876823056,0.4304725386263675,0.2222222222222222,0.1042654028436019,0.07716186252771619,0.763585694379935,0.33659491193737767,0.06422018348623854,0.07253886010362695,0.12915851272015655,2017-03-15 13:00:00
0.4131084167984537,0.40137588812450664,0.25,0.11966824644549764,0.08869179600886919,0.276203746710017,0.38780169602087405,0.08256880733944955,0.08808290155440415,0.14090019569471623,2017-03-15 14:00:00
0.4182041820418204,0.3961881132288261,0.25925925925925924,0.12322274881516589,0.09135254988913526,0.16875677349434895,0.40117416829745595,0.0,0.0,0.15655577299412915,2017-03-15 15:00:00
0.41117554032683185,0.4238186534340814,0.25925925925925924,0.12322274881516589,0.09268292682926829,0.10233782319244465,0.4016634050880626,0.08256880733944955,0.09326424870466321,0.14677103718199608,2017-03-15 16:00:00
0.41609558952732384,0.40724032931092813,0.2546296296296296,0.12203791469194314,0.0917960088691796,0.20343706456107755,0.3979125896934116,0.08256880733944955,0.09326424870466321,0.1506849315068493,2017-03-15 17:00:00
0.4057283429977157,0.42663809631216876,0.2685185185185185,0.1279620853080569,0.09667405764966741,0.20281777364917167,0.41862361382909324,0.08256880733944955,0.09326424870466321,0.13894324853228962,2017-03-15 18:00:00
0.3742751713231418,0.457426412540882,0.29166666666666663,0.13862559241706163,0.10465631929046564,0.3728131289673324,0.4520547945205479,0.10091743119266056,0.10880829015544041,0.17025440313111545,2017-03-15 19:00:00
0.3563521349499209,0.45347919251155977,0.3611111111111111,0.1718009478672986,0.129490022172949,0.4759250657996594,0.558382257012394,0.0,0.0,0.1780821917808219,2017-03-15 20:00:00
0.33737480231945177,0.4756964023908876,0.375,0.17772511848341233,0.1303769401330377,0.4551788202508128,0.5671885192433138,0.11926605504587157,0.1295336787564767,0.18395303326810175,2017-03-15 21:00:00
0.31628887717448606,0.4873125070486072,0.34259259259259256,0.16113744075829384,0.11662971175166297,0.4759250657996594,0.5061969993476843,0.09174311926605505,0.10362694300518135,0.16829745596868884,2017-03-15 23:00:00
0.30662449481637677,0.49678583511898056,0.32870370370370366,0.15402843601895735,0.11175166297117517,0.5821334571915158,0.48450750163078926,0.08256880733944955,0.09844559585492228,0.15851272015655576,2017-03-16 00:00:00
0.2894043226146547,0.5644524641930755,0.37037037037037035,0.1741706161137441,0.1246119733924612,0.5801207617278217,0.5453359425962165,0.0,0.0,0.17025440313111545,2017-03-16 01:00:00
0.27850992795642243,0.5862185632119093,0.3611111111111111,0.16824644549763035,0.12017738359201774,0.6877225576714662,0.5252772341813438,0.11009174311926606,0.11917098445595856,0.1487279843444227,2017-03-16 02:00:00
0.27657705148480055,0.5528363595353558,0.31481481481481477,0.14691943127962087,0.10643015521064302,0.4898591113175414,0.4610241356816699,0.08256880733944955,0.09326424870466321,0.15655577299412915,2017-03-16 03:00:00
0.26902126164118784,0.5690763505131387,0.31481481481481477,0.1481042654028436,0.10643015521064302,0.5041028022913764,0.46265492498369204,0.09174311926605505,0.09844559585492228,0.14481409001956946,2017-03-16 04:00:00
0.2611140397118257,0.5871207849328973,0.3333333333333333,0.15639810426540285,0.10997782705099779,0.6217680755534912,0.4822243966079582,0.10091743119266056,0.10362694300518135,0.14481409001956946,2017-03-16 05:00:00
0.25338253382533826,0.6100146611029661,0.34259259259259256,0.1599526066350711,0.11441241685144124,0.6414305620065026,0.4955968688845401,0.0,0.0,0.15851272015655576,2017-03-16 06:00:00
0.2516253733965911,0.609789105672719,0.3796296296296296,0.1765402843601896,0.12771618625277162,0.64855240749342,0.5515329419439009,0.10091743119266056,0.10880829015544041,0.16634050880626222,2017-03-16 07:00:00
0.2790370760850466,0.6034735536258036,0.5046296296296297,0.2393364928909953,0.18004434589800442,0.4321102337823192,0.7747879973907371,0.1743119266055046,0.18652849740932642,0.2172211350293542,2017-03-16 08:00:00
0.32120892637497805,0.5715574602458554,0.48148148148148145,0.23104265402843605,0.176940133037694,0.6720854621458431,0.7591324200913242,0.13761467889908258,0.15544041450777202,0.22700587084148727,2017-03-16 09:00:00
0.3649622210507819,0.48776361790910117,0.44907407407407407,0.2180094786729858,0.17028824833702882,0.7299891624090417,0.7301043705153294,0.13761467889908258,0.15025906735751296,0.20743639921722112,2017-03-16 10:00:00
0.3755051836232648,0.46892973948347805,0.48148148148148145,0.23459715639810427,0.18536585365853658,0.47685400216751817,0.79337899543379,0.0,0.0,0.24266144814090018,2017-03-16 11:00:00
0.42083992268494114,0.3888575617457991,0.5046296296296297,0.24763033175355453,0.19955654101995565,0.2565412602570057,0.8550228310502282,0.30275229357798167,0.3367875647668394,0.2602739726027397,2017-03-16 12:00:00
0.46810753821823936,0.28047817751212367,0.5231481481481481,0.2571090047393365,0.2088691796008869,0.41167363368942556,0.8884540117416829,0.0,0.0,0.26614481409001955,2017-03-16 13:00:00
0.4890177473203303,0.25916318935378374,0.5462962962962963,0.268957345971564,0.2212860310421286,0.6790524849047841,0.9414546640574037,0.1743119266055046,0.1917098445595855,0.26614481409001955,2017-03-16 14:00:00
0.5036021788789317,0.23683320175933237,0.5092592592592592,0.2511848341232228,0.20576496674057648,0.41105434277751973,0.8778538812785388,0.1651376146788991,0.18652849740932642,0.28180039138943247,2017-03-16 15:00:00
